stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url
1537a,KÜÇÜK,,37.915525,32.498425,,
1537d,KÜÇÜK,,37.9153333,32.4985,,
1538a,KALEKÖY,,37.9170513,32.4991836,,
1538d,KALEKÖY,,37.917,32.4992667,,
1539a,FETHİYE ONSUN İLKOKULU,,37.92025,32.498453,,
1539d,FETHİYE ONSUN İLKOKULU,,37.92004,32.498588,,
153a,KAYNAKLAR,,37.8289417,32.4233417,,
153d,KAYNAKLAR,,37.8290583,32.4233167,,
1540a,LALE,,37.9291,32.502575,,
1540d,LALE,,37.928875,32.5026916,,
1541a,BURÇİN,,37.9339833,32.5026666,,
1541d,BURÇİN,,37.934,32.5028,,
1542a,HAKİM KONAKLARI,,37.982384,32.497923,,
1542d,HAKİM KONAKLARI,,37.982403,32.498148,,
1543a,PINARBAŞI KÖPRÜ ,,38.043119,32.605956,,
1544a,FİDANCI,,37.866596,32.45925,,
1544d,FİDANCI,,37.866725,32.45939,,
1545a,SALEF,,37.892794,32.530903,,
1545d,SALEF,,37.892682,32.530721,,
1546a,DAĞSARAY,,37.897225,32.4915333,,
1547a,OTOGAR KAVŞAĞI,,37.94946,32.512318,,
1548a,HIZIR,,38.005856,32.53486,,
1548d,HIZIR,,38.005897,32.534896,,
1549a,SİVASLI ALİ KEMAL,,37.8762167,32.458675,,
1549d,SİVASLI ALİ KEMAL,,37.8762417,32.4588917,,
154a,HACIGİDEN,,37.8312166,32.42305,,
154d,HACIGİDEN,,37.8311833,32.42315,,
1550a,MÜBECCEL,,37.8724084,32.4579417,,
1550d,MÜBECCEL,,37.8724,32.4582167,,
1551a,MELİKŞAH PARKI,,37.8696667,32.458125,,
1551d,MELİKŞAH PARKI,,37.869725,32.4583583,,
1552a,SELÇUKLU BELEDİYESİ ORTAOKULU,,37.9860417,32.4951417,,
1552d,SELÇUKLU BELEDİYESİ ORTAOKULU,,37.9860833,32.495225,,
1553a,CUMHURİYET POLİS MERKEZİ,,37.9427,32.5121,,
1553d,CUMHURİYET POLİS MERKEZİ,,37.9427,32.51185,,
1554a,SUKUNET,,37.9671183,32.5288416,,
1554d,SUKUNET,,37.9670166,32.5288333,,
1556a,BÜŞRA,,37.9692,32.51572,,
1556d,BÜŞRA,,37.96915,32.51535,,
1557a,SOYTÜRK,,37.9694033,32.5303334,,
1557d,SOYTÜRK,,37.9694,32.5304333,,
1558a,ARDIÇLI 16601,,38.01745,32.4333,,
1558d,ARDIÇLI 16601,,38.0174167,32.43327,,
1559a,ARAPAĞIL MEVKİ,,38.02115,32.38385,,
1559d,ARAPAĞIL MEVKİ,,38.0210833,32.38383,,
155a,ANASULTAN CAMİ,,37.8336167,32.42255,,
155d,ANASULTAN CAMİ,,37.8336417,32.4226083,,
1560a,AKASYA,,38.021575,32.37856,,
1560d,AKASYA,,38.0215584,32.3785,,
1561a,YENİ BELEDİYE CD,,38.0629,32.3312,,
1561d,YENİ BELEDİYE CD,,38.0629584,32.33118,,
1562a,TEKİN,,38.0654417,32.32986,,
1562d,TEKİN,,38.0655,32.32968,,
1563a,SIDKI,,37.9512583,32.5181334,,
1563d,SIDKI,,37.9512583,32.5180934,,
1564a,TURGAY,,37.9544583,32.5177333,,
1564d,TURGAY,,37.9544283,32.5176833,,
1565a,ABİDİN SANİYE ERÇAL ORTAOKULU,,37.956923,32.517287,,
1565d,ABİDİN SANİYE ERÇAL ORTAOKULU,,37.95688,32.517093,,
1566a,DÖNERLİ,,37.960475,32.5222583,,
1566d,DÖNERLİ,,37.960475,32.5222083,,
1567a,MTA GİRİŞİ,,37.9617167,32.52275,,
1567d,MTA GİRİŞİ,,37.9617667,32.52275,,
1568a,GÖKÇELİ,,37.9620334,32.52695,,
1568d,GÖKÇELİ,,37.9620167,32.52705,,
1569a,VELİ KÖY,,37.965075,32.5268417,,
1569d,VELİ KÖY,,37.965075,32.526925,,
156a,TÜRKASLAN,,37.8333417,32.417925,,
156d,TÜRKASLAN,,37.8333667,32.4179666,,
1570a,ÖZBEK,,37.969862,32.527651,,
1570d,ÖZBEK,,37.969891,32.527644,,
1571a,SALİHDEDE,,37.9724333,32.5284334,,
1571d,SALİHDEDE,,37.972325,32.5285083,,
1572a,YÜCETÜRK,,37.9742417,32.5281417,,
1572d,YÜCETÜRK,,37.9742917,32.5282583,,
1573a,RAĞBET,,37.9763417,32.5249334,,
1573d,RAĞBET,,37.9764166,32.5249917,,
1574a,KEŞMİR,,37.97625,32.5227667,,
1574d,KEŞMİR,,37.9763917,32.5230167,,
1576a,PAMUKPINAR,,37.919975,32.4426833,,
1576d,PAMUKPINAR,,37.9201084,32.4427417,,
1577a,ESATPAŞA,,37.9223917,32.4441417,,
1577d,ESATPAŞA,,37.9226083,32.4442917,,
1578a,KUYTU,,37.9220834,32.44725,,
1578d,KUYTU,,37.9217417,32.4474417,,
1579a,SEZER,,37.9187417,32.4485083,,
1579d,SEZER,,37.918525,32.448625,,
157a,ERHAT,,37.8304666,32.4276333,,
157d,ERHAT,,37.830325,32.4277083,,
1580a,ŞEHİT CAFER TEMEL,,37.9584834,32.5268333,,
1580d,ŞEHİT CAFER TEMEL,,37.9583166,32.52695,,
1581a,MEMKO,,37.9557833,32.5294333,,
1581d,MEMKO,,37.9558667,32.5295583,,
1582a,MÜBAH,,37.9548333,32.5309,,
1582d,MÜBAH,,37.95485,32.53095,,
1583a,AKŞAM,,37.9517167,32.5308167,,
1583d,AKŞAM,,37.9518,32.5309166,,
1584a,SANCAKTEPE PARKI,,37.9519334,32.5291667,,
1585a,GÖNÜLLÜ,,37.9492417,32.53335,,
1585d,GÖNÜLLÜ,,37.9492583,32.5335166,,
1586a,KAĞITHANE,,37.9498817,32.536275,,
1586d,KAĞITHANE,,37.9497517,32.53635,,
1587a,ZAMBAK,,37.9498333,32.5396583,,
1587d,ZAMBAK,,37.9497833,32.5395833,,
1588a,ŞEHİT ENES KAYA,,37.9480417,32.531475,,
1588d,ŞEHİT ENES KAYA,,37.9476833,32.5307,,
1589a,ASUDE,,37.9478916,32.5272416,,
1589d,ASUDE,,37.94755,32.527175,,
158a,AHMET PAŞA,,37.828175,32.4263083,,
158d,AHMET PAŞA,,37.828125,32.4263917,,
1590a,MİZAN,,37.94839,32.520137,,
1590d,MİZAN,,37.948142,32.520132,,
1591a,DR. SADIK AHMET,,37.9487417,32.516975,,
1591d,DR. SADIK AHMET,,37.9484,32.5169833,,
1592a,LEYLEKLİ PARKI,,37.89141,32.45693,,
1592d,LEYLEKLİ PARKI,,37.89148,32.4568,,
1593a,EFE,,38.06421,32.33038,,
1593d,EFE,,38.06425,32.33029,,
1594a,BOSNA PAZAR,,38.0117083,32.5221917,,
1594d,BOSNA PAZAR,,38.0117083,32.5221417,,
1595a,MESAJ,,38.0146666,32.5213833,,
1595d,MESAJ,,38.0148754,32.5217743,,
1596a,BOSNA MESAJ,,38.0176417,32.5234083,,
1596d,BOSNA MESAJ,,38.0177078,32.523674,,
1597a,KAMBAŞ,,38.0177083,32.526325,,
1597d,KAMBAŞ,,38.0176917,32.5262083,,
1598a,GÖZTEPE KONUTLARI,,37.9356833,32.44015,,
1599a,NİZAM,,38.0153083,32.5299583,,
1599d,NİZAM,,38.015425,32.5297667,,
159a,OLCAY FİDANLIĞI,,37.8247583,32.4253917,,
159d,OLCAY FİDANLIĞI,,37.8246,32.4254333,,
1600a,VATANSEVER,,38.01505,32.5316417,,
1600d,VATANSEVER,,38.0151,32.5317,,
1601a,YALDIZ,,38.0166416,32.5280083,,
1601d,YALDIZ,,38.0165167,32.528025,,
1602a,YUNUS EMRE CAMİ,,38.012052,32.534273,,
1602d,YUNUS EMRE CAMİ,,38.012057,32.534181,,
1603a,BOSNA KOMEK,,38.010915,32.531049,,
1603d,BOSNA KOMEK,,38.010926,32.531103,,
1604a,KEMERLİ,,38.0121,32.5264833,,
1604d,KEMERLİ,,38.0121083,32.5266417,,
1605a,BÜYÜK HİZMET,,38.008025,32.528675,,
1605d,BÜYÜK HİZMET,,38.0079417,32.5289084,,
1606a,NERGİZ,,38.0062,32.530075,,
1606d,NERGİZ,,38.00625,32.5302083,,
1609a,YEMENİ,,38.009237,32.532458,,
1609d,YEMENİ,,38.009294,32.532489,,
160a,SEYYAH,,37.822775,32.4252583,,
160d,SEYYAH,,37.82275,32.425375,,
1610a,MEVLEVİ,,38.0037667,32.5360833,,
1610d,MEVLEVİ,,38.0037667,32.5359667,,
1611a,HASİP,,38.002565,32.533411,,
1611d,HASİP,,38.002506,32.533449,,
1612a,HAKİKAT,,38.004157,32.531782,,
1613a,REYHAN,,38.0041667,32.5260083,,
1614a,NUR,,38.0068083,32.5240417,,
1615a,AKİF,,38.008975,32.523175,,
1616a,ÜMMÜ HABİBE,,37.993075,32.5909334,,
1616d,ÜMMÜ HABİBE,,37.992975,32.590675,,
1617a,ERTUĞRUL GAZİ İLKOKULU,,38.0075667,32.5355833,,
1617d,ERTUĞRUL GAZİ İLKOKULU,,38.0074833,32.535725,,
1618a,SÜMEYYE,,38.0103834,32.5356166,,
1618d,SÜMEYYE,,38.010425,32.5357333,,
1619a,ŞENAY,,38.01385,32.5356333,,
1619d,ŞENAY,,38.0138083,32.5357417,,
161a,ANTİK,,37.8203,32.4267583,,
161d,ANTİK,,37.82015,32.4269083,,
1620a,IŞIKLAR,,38.0020417,32.526225,,
1620d,IŞIKLAR,,38.0020833,32.5265,,
1621a,ÜNALDI,,37.999375,32.5264,,
1621d,ÜNALDI,,37.9990583,32.5266167,,
1622a,YÜZERLER,,37.9955916,32.525375,,
1622d,YÜZERLER,,37.9949917,32.5249917,,
1623a,ÇELİKELLER,,37.99096333840022,32.52307713031769,,
1623d,ÇELİKELLER,,37.99092,32.52335,,
1624a,ENSAR,,38.0036417,32.5294834,,
1624d,ENSAR,,38.0035416,32.5295083,,
1625a,GÜLBAHÇE,,37.983899,32.523132,,
1625d,GÜLBAHÇE,,37.983881,32.523343,,
1626a,JAPON PARKI,,37.9798667,32.5200833,,
1626d,JAPON PARKI,,37.9799083,32.5203083,,
1627a,İFTİHAR,,37.9772083,32.5201083,,
1627d,İFTİHAR,,37.9772167,32.52035,,
1628a,GÜRŞAHİN,,37.948083,32.541149,,
1628d,GÜRŞAHİN,,37.948352,32.541122,,
1629a,ORUÇ REİS,,37.8893083,32.48316,,
1629d,ORUÇ REİS,,37.8892083,32.48316,,
162a,GÜLDİKEN,,37.818414,32.428411,,
162d,GÜLDİKEN,,37.81845,32.428486,,
1630a,MADEN YOLU,,37.89055,32.48498,,
1630d,MADEN YOLU,,37.8904583,32.48494,,
1631a,DARIKAPISI,,37.8920416,32.48717,,
1631d,DARIKAPISI,,37.8919917,32.48722,,
1632a,MANAVLI,,37.8942334,32.48678,,
1632d,MANAVLI,,37.8944,32.48687,,
1633a,SELÇUKLU LİSESİ,,37.8964583,32.48568,,
1633d,SELÇUKLU LİSESİ,,37.8963083,32.48586,,
1634d,MEHTERAN,,37.899552,32.488637,,
1635a,ADAKLI,,37.900165,32.48683,,
1635d,ADAKLI,,37.9006083,32.48681,,
1636a,FATİH CAMİ,,37.9007667,32.48352,,
1636d,FATİH CAMİ,,37.9010667,32.48397,,
1637a,SELÇUKLU NÜFUS MÜDÜRLÜĞÜ,,37.901225,32.47996,,
1637d,SELÇUKLU NÜFUS MÜDÜRLÜĞÜ,,37.901375,32.48014,,
1638a,KONYA İL ÖZEL İDARE,,37.93894,32.511662,,
1638d,KONYA İL ÖZEL İDARE,,37.93894,32.511266,,
1639a,ZEMBİL,,37.902958,32.476185,,
1639d,ZEMBİL,,37.903027,32.476289,,
163a,TOKALI,,37.8188166,32.43095,,
163d,TOKALI,,37.818875,32.4310166,,
1640a,İLYAS,,37.9052917,32.47707,,
1640d,İLYAS,,37.9051334,32.47715,,
1641a,ÖZALKENT MEVLANA CAMİ,,37.9076417,32.47538,,
1641d,ÖZALKENT MEVLANA CAMİ,,37.9076916,32.47555,,
1642a,SAFA,,37.9096917,32.4721083,,
1642d,SAFA,,37.90961,32.47257,,
1643a,22 NOLU SAĞLIK OCAĞI,,37.9102833,32.47648,,
1643d,22 NOLU SAĞLIK OCAĞI,,37.91025,32.47611,,
1644a,ERÇEVİK,,37.908725,32.47922,,
1644d,ERÇEVİK,,37.908575,32.47906,,
1645a,DÜŞÜNCE,,37.9062583,32.48204,,
1645d,DÜŞÜNCE,,37.9060584,32.48179,,
1646a,AKBULUT,,37.904228,32.483648,,
1646d,AKBULUT,,37.904417,32.483814,,
1647a,GÜNYÜZÜ,,37.902794,32.485069,,
1647d,GÜNYÜZÜ,,37.902842,32.485359,,
1648a,HALIÖREN,,37.904425,32.48759,,
1648d,HALIÖREN,,37.904112,32.487677,,
1649d,UHUD CAMİ,,37.90605,32.49025,,
164a,SAPANDAĞI,,37.81955,32.43365,,
164d,SAPANDAĞI,,37.8195917,32.4337083,,
1650d,İSKAN,,37.9079,32.4892833,,
1651a,AYDINLIKEVLER CAMİ,,37.910397,32.489854,,
1652a,İSTASYON,,37.8665166,32.47842,,
1652d,İSTASYON,,37.866575,32.47843,,
1653a,ASYA,,37.853264,32.665544,,
1653d,ASYA,,37.853507,32.665593,,
1654a,METANET,,37.880979,32.453926,,
1654d,METANET,,37.881816,32.454288,,
1655a,BAŞKENT HASTANESİ,,37.88383,32.457483,,
1655d,BAŞKENT HASTANESİ,,37.883908,32.4571,,
1656a,NOVOTEL,,37.886235,32.460013,,
1656d,NOVOTEL,,37.886397,32.460785,,
1657a,İNCEDERE,,37.899477,32.451874,,
1657d,İNCEDERE,,37.899556,32.45188,,
1658a,EŞREFOĞLU İLKOKULU,,37.8894917,32.464775,,
1658d,EŞREFOĞLU İLKOKULU,,37.8897417,32.4645583,,
1659a,BOYALI,,37.89065,32.46785,,
1659d,BOYALI,,37.8909333,32.46775,,
165a,TOPRAKLIK,,37.8171417,32.434225,,
165d,TOPRAKLIK,,37.8171083,32.4343667,,
1660a,ESKİ SİLLE CD,,37.89135,32.4718166,,
1660d,ESKİ SİLLE CD,,37.8916667,32.4719,,
1661a,MAHMUT SAMİ RAMAZANOĞLU İHL,,37.894625,32.481075,,
1661d,MAHMUT SAMİ RAMAZANOĞLU İHL,,37.894825,32.480775,,
1662a,KONEVİ LİSESİ,,37.8973916,32.4843583,,
1662d,KONEVİ LİSESİ,,37.89775,32.4843167,,
1663a,MUKADDEMİ,,37.886082,32.479238,,
1663d,MUKADDEMİ,,37.886168,32.479152,,
1664a,NECMETTİN ERBAKAN PARKI,,37.878075,32.48652,,
1665d,MALİYE,,37.8761834,32.48488,,
1666a,ULUŞAHİN,,37.877041,32.4826,,
1666d,ULUŞAHİN,,37.87705,32.482713,,
1667a,15 TEMMUZ ŞEHİTLER İLKOKULU,,37.8842916,32.4766333,,
1667d,15 TEMMUZ ŞEHİTLER İLKOKULU,,37.884125,32.4765917,,
1668a,FAHRETTİN AYAZ,,37.862298,32.477215,,
1668d,FAHRETTİN AYAZ,,37.862329,32.477015,,
1669a,İBRAHİM MÜTEFERRİKA,,37.8800333,32.47815,,
1669d,İBRAHİM MÜTEFERRİKA,,37.880143,32.478391,,
166a,ÇAYIRLI,,37.830775,32.431275,,
166d,ÇAYIRLI,,37.8306083,32.4315417,,
1670a,KİBRİT CAMİ,,37.8821833,32.47368,,
1670d,KİBRİT CAMİ,,37.8819917,32.47359,,
1671a,ŞEFİKCAN,,37.8833917,32.47083,,
1671d,ŞEFİKCAN,,37.8832583,32.47064,,
1672a,ALEMDAR SULTAN CAMİ,,37.885825,32.46464,,
1672d,ALEMDAR SULTAN CAMİ,,37.885975,32.46482,,
1673a,UZUNPINAR,,37.8888083,32.46011,,
1673d,UZUNPINAR,,37.8888834,32.46038,,
1674a,KALEMOĞLU,,37.8932334,32.46125,,
1674d,KALEMOĞLU,,37.8928334,32.46142,,
1675a,ARIBURUN,,37.89535,32.46193,,
1675d,ARIBURUN,,37.89535,32.46222,,
1676a,ERMEK,,37.8983083,32.46284,,
1676d,ERMEK,,37.89825,32.46312,,
1677a,14 NOLU SAĞLIK OCAĞI,,37.9012083,32.46427,,
1677d,14 NOLU SAĞLIK OCAĞI,,37.9010583,32.46446,,
1678a,RAUF DENKTAŞ,,37.8826917,32.48724,,
1678d,RAUF DENKTAŞ,,37.88285,32.48733,,
1679a,ERAYDIN,,37.8864583,32.48231,,
1679d,ERAYDIN,,37.8865333,32.4825,,
167a,EKİNCİ,,37.828814,32.43332,,
167d,EKİNCİ,,37.828843,32.433475,,
1680a,OTLUKBELİ,,37.8888083,32.48045,,
1680d,OTLUKBELİ,,37.8887,32.48103,,
1681a,BÜYÜKBAYRAM ORTAOKULU,,37.890725,32.47776,,
1681d,BÜYÜKBAYRAM ORTAOKULU,,37.8909917,32.47785,,
1682a,YEDİTEPE,,37.8938417,32.47621,,
1682d,YEDİTEPE,,37.8944417,32.47576,,
1683a,GÖKÇEDAĞ,,37.897325,32.47163,,
1683d,GÖKÇEDAĞ,,37.8972583,32.47206,,
1684a,SALKIM,,37.8987417,32.46976,,
1684d,SALKIM,,37.8993084,32.46942,,
1685a,ARİF,,37.901225,32.46628,,
1685d,ARİF,,37.9013617,32.46666,,
1686a,TİMURTAŞ,,37.9038583,32.46299,,
1686d,TİMURTAŞ,,37.9043417,32.46275,,
1687a,GÜNLÜK,,37.905626,32.460565,,
1687d,GÜNLÜK,,37.905621,32.460929,,
1688a,TERTİP,,37.908593,32.456727,,
1688d,TERTİP,,37.90866,32.456853,,
1689a,BEŞERLER CAMİ,,37.911423,32.45412,,
1689d,BEŞERLER CAMİ,,37.911478,32.454287,,
168a,SAĞLAMTAŞ,,37.825825,32.4347417,,
168d,SAĞLAMTAŞ,,37.825775,32.4348917,,
1690a,ERENKÖY HAREKET MERKEZİ,,37.913601,32.451705,,
1690d,ERENKÖY HAREKET MERKEZİ,,37.914159,32.451206,,
1691a,PETEKTE,,37.91585,32.44572,,
1691d,PETEKTE,,37.9159583,32.44587,,
1692a,KARYAĞAR,,37.9150083,32.448325,,
1692d,KARYAĞAR,,37.915125,32.4486,,
1693a,TED KOLEJİ,,37.9258833,32.43645,,
1693d,TED KOLEJİ,,37.9259,32.43656,,
1694a,KARLIDERE,,37.927225,32.43418,,
1694d,KARLIDERE,,37.9273,32.43425,,
1695a,DARİBEKA,,37.9283333,32.42972,,
1695d,DARİBEKA,,37.928375,32.42981,,
1696a,SİLLE MEZARLIĞI,,37.9288,32.42603,,
1696d,SİLLE MEZARLIĞI,,37.9288666,32.42602,,
1697a,SİLLE HALK KÜTÜPHANESİ,,37.927519,32.422422,,
1697d,SİLLE HALK KÜTÜPHANESİ,,37.927619,32.42242,,
1698a,SİLLE,,37.927075,32.419457,,
1698d,SİLLE,,37.927149,32.419425,,
1699a,SİLLE ÇAY CAMİ,,37.925999,32.417464,,
1699d,SİLLE ÇAY CAMİ,,37.926099,32.417464,,
169a,EYNESLİ,,37.8240917,32.4365083,,
169d,EYNESLİ,,37.8240167,32.43665,,
16a,KIZILAY HASTANESİ,,37.866343,32.497633,,
16d,KIZILAY HASTANESİ,,37.866419,32.4983954,,
1700a,SİLLE SON DURAK,,37.926413,32.414305,,
1700d,SİLLE SON DURAK,,37.926453,32.414336,,
1701a,SİLLE BARAJİ,,37.931725,32.401875,,
1701d,SİLLE BARAJİ,,37.9314334,32.40175,,
1702a,BARAJ,,37.94126,32.380409,,
1702d,BARAJ,,37.94126,32.380509,,
1703a,TATKÖY BARAJ,,37.9441167,32.3775666,,
1703d,TATKÖY BARAJ,,37.9441167,32.3773666,,
1704a,BARAJ 2,,37.9463083,32.3754083,,
1704d,BARAJ 2,,37.9463,32.37535,,
1705a,16452. SK,,37.9499916,32.3731833,,
1705d,16452. SK,,37.9499916,32.3730833,,
1706a,TATKÖY YOL AYRIMI,,37.95255,32.3705417,,
1706d,TATKÖY YOL AYRIMI,,37.9526084,32.3703917,,
1707a,BARAJ 1,,37.9532666,32.3673667,,
1707d,BARAJ 1,,37.9532167,32.3673416,,
1708a,TATKÖY İLKOKULU,,37.9545417,32.365225,,
1708d,TATKÖY İLKOKULU,,37.9545417,32.3650667,,
1709a,TATKÖY SON DURAK,,37.9545167,32.3623916,,
1709d,TATKÖY SON DURAK,,37.9544583,32.3623417,,
170a,ÇALIKLI GİRİŞİ,,37.8225583,32.4373833,,
170d,ÇALIKLI GİRİŞİ,,37.8225,32.4375583,,
1710a,TATKÖY KUMOCAĞI,,37.9393417,32.3919917,,
1710d,TATKÖY KUMOCAĞI,,37.9395,32.3921583,,
1711a,PALAMUT,,37.919225,32.44126,,
1711d,PALAMUT,,37.919225,32.44136,,
1712a,NİHAT,,37.9223,32.43796,,
1712d,NİHAT,,37.9222833,32.43807,,
1713a,TERZİOĞLU CAMİ,,37.916025,32.45105,,
1713d,TERZİOĞLU CAMİ,,37.916075,32.45102,,
1714a,ŞEHİT MUSTAFA ÇALIŞIR,,37.9172083,32.45338,,
1714d,ŞEHİT MUSTAFA ÇALIŞIR,,37.9172417,32.45338,,
1715a,HİRA 1,,37.9185083,32.4557,,
1715d,HİRA 1,,37.9184917,32.4556,,
1716a,SONGÜL,,37.920425,32.45454,,
1716d,SONGÜL,,37.92065,32.4549,,
1717a,DİNAMİK,,37.922528,32.457233,,
1717d,DİNAMİK,,37.922437,32.457292,,
1718a,TUTKUN 1,,37.923842,32.45475,,
1718d,TUTKUN 1,,37.923869,32.454814,,
1719a,DAVET,,37.9197417,32.45823,,
1719d,DAVET,,37.9197667,32.45825,,
171a,AHMET HAŞHAŞ İLKOKULU,,37.8210083,32.4393584,,
171d,AHMET HAŞHAŞ İLKOKULU,,37.821,32.439425,,
1720a,SEFA YOLU,,37.918781,32.460747,,
1720d,SEFA YOLU,,37.918855,32.460672,,
1721a,NURCAN AKPINAR İLKOKULU,,37.918832,32.463676,,
1721d,NURCAN AKPINAR İLKOKULU,,37.918822,32.463767,,
1722a,SİNEM,,37.911301,32.4583,,
1722d,SİNEM,,37.911397,32.458128,,
1723a,GÜZEL SANATLAR LİSESİ,,37.914499,32.462422,,
1723d,GÜZEL SANATLAR LİSESİ,,37.914529,32.462387,,
1724a,GÜROĞLU,,37.916549,32.464116,,
1724d,GÜROĞLU,,37.91661,32.463968,,
1725a,3. MEHMED,,37.918528,32.46587,,
1725d,3. MEHMED,,37.918648,32.465763,,
1726a,BABACAN,,37.9172583,32.46919,,
1726d,BABACAN,,37.9171683,32.46929,,
1727a,VASIL,,37.914675,32.46681,,
1727d,VASIL,,37.9145917,32.46686,,
1728a,TAHİR HOCA CAMİ,,37.911221,32.466101,,
1728d,TAHİR HOCA CAMİ,,37.911245,32.466145,,
1729a,17349. SK,,37.734496,32.466165,,
172a,SARIYAYLA,,37.824375,32.439925,,
172d,SARIYAYLA,,37.82445,32.439975,,
1730a,DEKOR,,37.9089333,32.46632,,
1730d,DEKOR,,37.9089417,32.46646,,
1731a,AYNUR,,37.906625,32.46711,,
1731d,AYNUR,,37.906575,32.46729,,
1732a,GÜLREVAN,,37.9061333,32.47144,,
1732d,GÜLREVAN,,37.906075,32.47156,,
1733a,GENÇ DOKTORLAR,,37.904125,32.47331,,
1733d,GENÇ DOKTORLAR,,37.904125,32.47339,,
1734a,MECAZ,,37.9016083,32.47513,,
1734d,MECAZ,,37.901775,32.47513,,
1735a,NEVİN,,37.900225,32.476125,,
1735d,NEVİN,,37.9001583,32.4763417,,
1736a,TEKBİR,,37.89951,32.480038,,
1736d,TEKBİR,,37.899525,32.479952,,
1737a,KÖŞK,,37.8963667,32.47947,,
1737d,KÖŞK,,37.89655,32.47943,,
1738a,ŞEHİT UFUK BAŞARI ASM,,37.9041183,32.45845,,
1738d,ŞEHİT UFUK BAŞARI ASM,,37.9041583,32.45839,,
1739a,SEYYİD,,37.902075,32.45673,,
1739d,SEYYİD,,37.902125,32.45669,,
1740a,KINATAŞ,,37.899175,32.45474,,
1740d,KINATAŞ,,37.8991,32.45463,,
1741a,RAHAT,,37.8962917,32.45289,,
1741d,RAHAT,,37.896275,32.45281,,
1742a,HOCACİHAN İHL,,37.8934917,32.45041,,
1742d,HOCACİHAN İHL,,37.8935,32.45033,,
1743a,ŞEHİT FETHİ SEKİN LİSESİ,,37.758446,32.509558,,
1743d,ŞEHİT FETHİ SEKİN LİSESİ,,37.758512,32.509526,,
1744a,FARABİ CD,,37.759147,32.506489,,
1744d,FARABİ CD,,37.759136,32.506575,,
1745a,İREM,,37.8977583,32.44548,,
1745d,İREM,,37.8977083,32.44546,,
1746a,ÖZENMİŞ,,37.899482,32.447577,,
1746d,ÖZENMİŞ,,37.89948,32.447674,,
1747a,ARAFAT CAMİ,,37.9011833,32.45088,,
1747d,ARAFAT CAMİ,,37.9013,32.45122,,
1748a,BARUT,,37.9044333,32.45133,,
1748d,BARUT,,37.9044333,32.4515999,,
1749a,SABIRHANE,,37.906889,32.451886,,
1749d,SABIRHANE,,37.906787,32.452079,,
174a,BATIHAN,,37.8274583,32.4409417,,
174d,BATIHAN,,37.8274583,32.4408417,,
1750a,ÖRGÜ,,37.9090083,32.45094,,
1751a,TEMİZER,,37.910625,32.45268,,
1752a,AMİNE,,37.761641,32.506275,,
1752d,AMİNE,,37.761626,32.506377,,
1753a,MEHMET AKDOĞAN ORTAOKULU,,37.892468,32.470736,,
1753d,MEHMET AKDOĞAN ORTAOKULU,,37.892593,32.470666,,
1754a,MEHMET DALAN CAMİ,,37.891274,32.466165,,
1754d,MEHMET DALAN CAMİ,,37.89134,32.466133,,
1755a,KOYUNCULAR,,37.8921417,32.462775,,
1755d,KOYUNCULAR,,37.8921833,32.46295,,
1756a,DEMİRBİLEK,,37.892945,32.459181,,
1756d,DEMİRBİLEK,,37.892951,32.459594,,
1757a,YENİYOL,,37.8961417,32.46089,,
1757d,YENİYOL,,37.8961666,32.46095,,
1758a,KANUNİ SULTAN SÜLEYMAN ORTAOKULU,,37.8987166,32.45807,,
1758d,KANUNİ SULTAN SÜLEYMAN ORTAOKULU,,37.8987417,32.4581,,
1759a,TOZLUKBELİ,,37.900725,32.45942,,
1759d,TOZLUKBELİ,,37.900625,32.45936,,
175a,CANBAZLAR,,37.8295083,32.4378083,,
175d,CANBAZLAR,,37.8295083,32.4377083,,
1760a,BİNGÖL,,37.901322,32.46225,,
1760d,BİNGÖL,,37.901387,32.462271,,
1761a,NEFİR,,37.8775667,32.47253,,
1761d,NEFİR,,37.8776583,32.47251,,
1762a,SIRMAKEŞ,,37.878775,32.47006,,
1762d,SIRMAKEŞ,,37.878825,32.47003,,
1763a,MEHMET AKİF CAMİ,,37.880431,32.466368,,
1763d,MEHMET AKİF CAMİ,,37.88052,32.466427,,
1764a,KARGI,,37.882001,32.463374,,
1764d,KARGI,,37.882062,32.463438,,
1766a,TEKKE MEZARLIĞI,,37.883307,32.46062,,
1766d,TEKKE MEZARLIĞI,,37.883371,32.460666,,
1767d,BAŞKENT HASTANESİ ACİL,,37.8847916,32.45715,,
1768a,SEZAİ,,37.8853834,32.4543167,,
1768d,SEZAİ,,37.8855667,32.4543,,
1769a,DEDELER,,37.886633,32.451086,,
1769d,DEDELER,,37.886724,32.451129,,
176a,BAKIRDAĞI,,37.8308583,32.4362583,,
176d,BAKIRDAĞI,,37.830875,32.4361083,,
1770a,ŞEHİTLER CAMİ,,37.888364,32.448082,,
1770d,ŞEHİTLER CAMİ,,37.888417,32.448194,,
1771a,CİHAN,,37.8837833,32.4447,,
1771d,CİHAN,,37.883865,32.444874,,
1772a,AĞIRSU,,37.88075,32.44387,,
1773a,FAZLI,,37.8829667,32.4395583,,
1773d,FAZLI,,37.8828666,32.439425,,
1774a,TATMİNKAR,,37.885966,32.439204,,
1774d,TATMİNKAR,,37.885995,32.438914,,
1775a,HAZAL,,37.664858,32.598354,,
